id,commented_sec,comment,is_emoticon
13410,8473.369,たかはし...いるか？,False
13411,8473.536,画面が停電してるよー,False
13412,8473.609,配信真っ暗になるくらい,False
13413,8474.51,ギアさん・・・いるか？・・,False
13414,8474.64,停電かなるほど,False
13415,8475.499,画面も停電してますね・・・,False
13416,8475.536,みんな今日晩ごはん何食べた？,False
13417,8475.943,他の人は画面移ってるので他の人の配信みましょう,False
13418,8476.234,banana__87 is gifting 5 Tier 1 Subs to SPYGEA's community! They've gifted a total of 160 in the channel! ,False
13419,8476.406,今なら何かいても許されるってマジ？,False
13420,8477.227,こっちはなにもわかんねえよ,False
13421,8477.261,ry5wow is gifting 1 Tier 1 Subs to SPYGEA's community! They've gifted a total of 1 in the channel! ,False
13422,8477.285,banana__87 gifted a Tier 1 sub to カンノ! ,False
13423,8477.348,banana__87 gifted a Tier 1 sub to ふなっしー! ,False
13424,8477.535,banana__87 gifted a Tier 1 sub to risapon3! ,False
13425,8477.647,banana__87 gifted a Tier 1 sub to たろいもッ! ,False
13426,8478.231,画面が真っ暗と聞いて来ました！！！,False
13427,8478.388,ry5wow gifted a Tier 1 sub to kiku33m! ,False
13428,8478.421,banana__87 gifted a Tier 1 sub to デコポン! ,False
13429,8478.446,停電強すぎないか？,False
13430,8478.484,停電ならしょうがないか,False
13431,8478.692,5000人停電します,False
13432,8479.159,なるほど停電効果だったかｗ,False
13433,8479.788,うちらは停電してるべ,False
13434,8481.114,！？,False
13435,8481.424,今日サラダ,False
13436,8482.33,PogChamp PogChamp PogChamp PogChamp,True
13437,8482.449,spygeaPog spygeaPog spygeaPog,True
13438,8482.644,！？,False
13439,8482.768,夜の海みたい,False
13440,8482.943,spygeaPog spygeaPog spygeaPog,True
13441,8482.977,WutFace WutFace WutFace WutFace WutFace WutFace WutFace,True
13442,8483.192,顔赤くなるのワロタ,False
13443,8483.246,徹底してコメ見てないんだねｗｗ,False
13444,8483.298,spygeaPog spygeaPog spygeaPog,True
13445,8483.471,spygeaPog spygeaPog spygeaPog,True
13446,8483.74,停電押しまくってるはず,False
13447,8483.759,！？,False
13448,8483.922,！？！？,False
13449,8483.947,PogChamp,True
13450,8483.983,俺らもできへん,False
13451,8484.523,足音かわいい,False
13452,8484.74,うんち,False
13453,8484.92,PogChamp PogChamp PogChamp,True
13454,8484.954,ずっとかなw,False
13455,8485.138,spygeaPog spygeaPog spygeaPog spygeaPog spygeaPog spygeaPog,True
13456,8485.194,spygeaPog spygeaPog spygeaPog,True
13457,8485.275,PogChamp PogChamp PogChamp PogChamp,True
13458,8485.482,spygeaPog spygeaPog spygeaPog spygeaPog,True
13459,8485.525,spygeaPog spygeaPog spygeaPog spygeaPog,True
13460,8485.589,みちぇる subscribed with Twitch Prime. They've subscribed for 10 months! ,False
13461,8485.73,cheer100 画面消えたままですよー spygeaPog,True
13462,8485.762,キーボードのASMR配信,False
13463,8486.023,PogChamp PogChamp PogChamp,True
13464,8486.034,spygeaPog spygeaPog spygeaPog,True
13465,8486.14,高橋恵くん！,False
13466,8486.212,5人救われた,False
13467,8486.602,視界狭いな,False
13468,8486.638,PogChamp,True
13469,8487.291,配信者失格,False
13470,8487.511,心眼で見てます,False
13471,8487.558,spygeaPog spygeaPog spygeaPog,True
13472,8487.613,spygeaPog spygeaPog spygeaPog,True
13473,8487.84,こ spygeaPog spygeaPog spygeaPog spygeaPog spygeaPog spygeaPog,True
13474,8488.364,このゲームは諦めた,False
13475,8488.516,wwwwwwwwwww,False
13476,8488.836,!?,False
13477,8489.045,PogChamp PogChamp PogChamp PogChamp,True
13478,8489.113,spygeaPog spygeaPog spygeaPog,True
13479,8489.359,spygeaPog spygeaPog spygeaPog spygeaPog spygeaPog,True
13480,8489.63,サブスクしないと見れないよ spygeaL spygeaL,True
13481,8489.86,spygeaPog spygeaPog spygeaPog,True
13482,8490.327,PogChamp PogChamp PogChamp,True
13483,8490.461,spygeaT spygeaT,True
13484,8490.66,spygeaPog spygeaPog spygeaPog spygeaPog,True
13485,8492.335,ギアさん真っ暗で草,False
13486,8492.336,PogChamp PogChamp PogChamp PogChamp PogChamp,True
13487,8492.698,spygeaMaji spygeaMaji spygeaMaji,True
13488,8492.844,停電だよー＾＾,False
13489,8493.034,spygeaPog spygeaPog spygeaPog spygeaPog spygeaPog spygeaPog spygeaPog spygeaPog spygeaPog spygeaPog spygeaPog,True
13490,8493.786,ガチってるからしゃあない,False
13491,8493.824,ぎあさん.,False
13492,8494.575,spygeaPog spygeaPog spygeaPog spygeaPog,True
13493,8495.035,チアーとさぶスクでしか画面が光らないくらいには真っ暗,False
13494,8496.298,wwwwwwwwww,False
13495,8496.322,spygeaWhy spygeaWhy spygeaWhy,True
13496,8496.557,心眼,False
13497,8496.973,東京今停電なんですまんな,False
13498,8497.102,SSR,False
13499,8498.041,PogChamp,True
13500,8498.552,見えないよー,False
13501,8499.003,停電\\,False
13502,8499.335,PogChamp PogChamp,True
13503,8499.598,ギアすぁん,False
13504,8501.231,サブスクリプション切れたから見えないよー,False
13505,8502.812,伝説の配信,False
13506,8503.072,dameda,False
13507,8503.29,ああ狭いね,False
13508,8503.299,これがASMRか…,False
13509,8504.68,見せられないよ！,False
13510,8505.374,spygeaMiruna spygeaMiruna spygeaMiruna,True
13511,8505.394,配信画面も停電だよー,False
13512,8505.596,WutFace WutFace WutFace WutFace WutFace WutFace,True
13513,8507.44,ギアさんの顔に反射する光で頑張るしかない,False
13514,8507.96,狭いね,False
13515,8508.859,spygeaMaji spygeaMaji,True
13516,8508.977,コメントが面白い,False
13517,8509.095,見えてる人もいます,False
13518,8509.714,せやな,False
13519,8510.489,そうなの？,False
13520,8510.808,マップ暗いな,False
13521,8511.506,狭いかもわからんな・・・,False
13522,8512.951,見えないからわからんｗ,False
13523,8513.02,画面がみえないよおこおおおお,False
13524,8513.074,すごく狭い,False
13525,8513.238,マップ狭いわかる,False
13526,8513.341,暗くてせまいね,False
13527,8513.873,何も見えないｗｗｗｗ,False
13528,8514.734,俺たちも,False
13529,8515.419,せめぇなあ,False
13530,8515.434,ラジオ配信,False
13531,8515.492,狭すぎて見えないね,False
13532,8515.516,想像しましょう…,False
13533,8515.569,シュールでワロタ,False
13534,8515.671,暗いね,False
13535,8515.984,狭いな,False
13536,8516.138,タスク進んでるなー,False
13537,8516.157,狭いねーしらんけど,False
13538,8516.168,18歳以上だぞ！！！！,False
13539,8516.755,終わりにけり,False
13540,8516.812,人徳やね,False
13541,8517.361,spygeaT spygeaIiyo spygeaIiyo,True
13542,8517.584,それ怖いなぁ,False
13543,8517.715,こういうのはコメ見ないよね,False
13544,8517.823,ASMRかあ,False
13545,8517.828,狭いんだ…,False
13546,8518.044,狭すぎてもはや見えない,False
13547,8518.503,マップ暗いんだが,False
13548,8519.021,コメ見たけど気づかねぇwwwwwww,False
13549,8519.081,狭いね,False
13550,8519.534,狭そう,False
13551,8519.565,なーげる subscribed with Twitch Prime. ,False
13552,8519.749,確かに狭いな,False
13553,8519.943,すぱぁ？,False
13554,8519.945,俺たちの視界も狭いなんてもんじゃないぜ,False
13555,8520.165,サブスクの特権草,False
13556,8520.399,狭いっていうかマップ無いですね,False
13557,8520.932,何も出来ないのは間違いない,False
13558,8521.184,何も見えねんだけど,False
13559,8521.357,サブスクしなきゃ画面見れないってマジ？,False
13560,8521.529,狭いね,False
13561,8521.593,あ,False
13562,8521.687,視野狭すぎて何も見えない,False
13563,8521.885,確かに,False
13564,8521.965,あぁ狭いねぇ、、、,False
13565,8522.361,停電＾＾,False
13566,8522.779,あ,False
13567,8523.199,音www,False
13568,8523.417,せまいなぁたしかに,False
13569,8523.744,お,False
13570,8523.801,ぐしゃあああ,False
13571,8523.819,あ,False
13572,8523.888,あ,False
13573,8523.902,お,False
13574,8524.036,俺は見えるんだけど、みんな真っ暗？,False
13575,8524.102,暗いから狭く感じる,False
13576,8524.42,あ,False
13577,8524.637,あ,False
13578,8524.789,殺した,False
13579,8524.804,狭すぎて見えねえや,False
13580,8524.845,何も見えない,False
13581,8524.967,map小さすぎて何も見えませんね,False
13582,8525.051,あ,False
13583,8525.115,www,False
13584,8525.16,あ,False
13585,8525.193,あ,False
13586,8525.461,あ,False
13587,8525.548,誰か殺された・・・,False
13588,8525.809,なに今の音,False
13589,8526.032,あ,False
13590,8526.139,やったな,False
13591,8526.289,うまい,False
13592,8526.356,あ,False
13593,8526.403,あ,False
13594,8526.512,お,False
13595,8526.853,おとが,False
13596,8527.081,おう！狭いな！,False
13597,8527.145,殺した音ｗ,False
13598,8527.281,なにもできない なにもみえない,False
13599,8527.313,しおりんに頼むか,False
13600,8527.376,あ,False
13601,8527.489,確かにな,False
13602,8527.662,やったね？,False
13603,8527.713,ギアさん見えないー,False
13604,8527.808,やったｗｗｗｗｗｗ,False
13605,8528.076,1万チアーで見えるようになるって spygeaMaji spygeaMaji,True
13606,8528.131,あ,False
13607,8528.638,たかはしいいいいいいいいいいい,False
13608,8528.847,殺してるねえ,False
13609,8528.964,せまいもなにもみえてない,False
13610,8529.051,あ,False
13611,8529.358,今やったな,False
13612,8529.388,PogChamp PogChamp PogChamp,True
13613,8529.804,ｗｗｗｗ,False
13614,8529.954,ｗｗｗｗｗｗ,False
13615,8530.162,ﾋﾟｷｭｳ,False
13616,8530.193,狭いってか、無,False
13617,8530.591,暗すぎて見えない,False
13618,8530.751,あ,False
13619,8530.914,画面うつせやああああああああああああ,False
13620,8531.23,ころしたな！！！,False
13621,8531.251,問題は暗さなんだよなあ・・・,False
13622,8531.265,誰か殺したけどわからんｗｗ,False
13623,8531.296,やるな！,False
13624,8531.483,あっ,False
13625,8531.618,あまりにもめっちゃ狭い,False
13626,8531.716,お,False
13627,8532.332,念能力をもってないと見れません,False
13628,8532.386,できる方がおかしい,False
13629,8532.45,これはもうだめっぽいなｗｗ,False
13630,8532.555,やったな,False
13631,8532.76,一体だれが…,False
13632,8532.805,狭すぎて暗い,False
13633,8533.316,spygeaIiyo spygeaIiyo spygeaIiyo,True
13634,8533.38,誰かが…,False
13635,8533.667,グシャ,False
13636,8534.849,高橋いいい,False
13637,8534.913,プロはギアさんの目に反射するゲーム画面で楽しむ,False
13638,8534.944,謎の場所定期,False
13639,8535.205,やったな,False
13640,8535.333,くちゃぁ・・・,False
13641,8535.467,つこうたな,False
13642,8535.541,誰をやった？？？,False
13643,8535.555,殺った？,False
13644,8535.669,おとｗｗｗ,False
13645,8535.73,ギアさんの姿しか見えないw,False
13646,8536.238,おとww,False
13647,8536.299,お,False
